Time,radCon.Q_flow,sou.T_in,radCon.vol[1].T,radCon.vol[5].T
0,-5000,328.15,325.86932,318.15
21.6,-5000,328.15,325.86932,318.15
43.2,-5000,328.15,325.86932,318.15
64.8,-5000,328.15,325.86932,318.15
86.4,-5000,328.15,325.86932,318.15
108,-5000,328.15,325.86932,318.15
129.6,-5000,328.15,325.86932,318.15
151.2,-5000,328.15,325.86932,318.15
172.8,-5000,328.15,325.86932,318.15
194.4,-5000,328.15,325.86932,318.15
216,-5000,328.15,325.86932,318.15
237.6,-5000,328.15,325.86932,318.15
259.2,-5000,328.15,325.86932,318.15
280.8,-5000,328.15,325.86932,318.15
302.4,-5000,328.15,325.86932,318.15
324,-5000,328.15,325.86932,318.15
345.6,-5000,328.15,325.86932,318.15
367.2,-5000,328.15,325.86932,318.15
388.8,-5000,328.15,325.86932,318.15
410.4,-5000,328.15,325.86932,318.15
432,-5000,328.15,325.86932,318.15
453.6,-5000,328.15,325.86932,318.15
475.2,-5000,328.15,325.86932,318.15
496.8,-5000,328.15,325.86932,318.15
518.4,-5000,328.15,325.86932,318.15
540,-5000,328.15,325.86932,318.15
561.6,-5000,328.15,325.86932,318.15
583.2,-5000,328.15,325.86932,318.15
604.8,-5000,328.15,325.86932,318.15
626.4,-5000,328.15,325.86932,318.15
648,-5000,328.15,325.86932,318.15
669.6,-5000,328.15,325.86932,318.15
691.2,-5000,328.15,325.86932,318.15
712.8,-5000,328.15,325.86932,318.15
734.4,-5000,328.15,325.86932,318.15
756,-5000,328.15,325.86932,318.15
777.6,-5000,328.15,325.86932,318.15
799.2,-5000,328.15,325.86932,318.15
820.8,-5000,328.15,325.86932,318.15
842.4,-5000,328.15,325.86932,318.15
864,-5000,328.15,325.86932,318.15
885.6,-5000,328.15,325.86932,318.15
907.2,-5000,328.15,325.86932,318.15
928.8,-5000,328.15,325.86932,318.15
950.4,-5000,328.15,325.86932,318.15
972,-5000,328.15,325.86932,318.15
993.6,-5000,328.15,325.86932,318.15
1015.2,-5000,328.15,325.86932,318.15
1036.8,-5000,328.15,325.86932,318.15
1058.4,-5000,328.15,325.86932,318.15
1080,-5000,328.15,325.86932,318.15
1101.6,-5000,328.15,325.86932,318.15
1123.2,-5000,328.15,325.86932,318.15
1144.8,-5000,328.15,325.86932,318.15
1166.4,-5000,328.15,325.86932,318.15
1188,-5000,328.15,325.86932,318.15
1209.6,-5000,328.15,325.86932,318.15
1231.2,-5000,328.15,325.86932,318.15
1252.8,-5000,328.15,325.86932,318.15
1274.4,-5000,328.15,325.86932,318.15
1296,-5000,328.15,325.86932,318.15
1317.6,-5000,328.15,325.86932,318.15
1339.2,-5000,328.15,325.86932,318.15
1360.8,-5000,328.15,325.86932,318.15
1382.4,-5000,328.15,325.86932,318.15
1404,-5000,328.15,325.86932,318.15
1425.6,-5000,328.15,325.86932,318.15
1447.2,-5000,328.15,325.86932,318.15
1468.8,-5000,328.15,325.86932,318.15
1490.4,-5000,328.15,325.86932,318.15
1512,-5000,328.15,325.86932,318.15
1533.6,-5000,328.15,325.86932,318.15
1555.2,-5000,328.15,325.86932,318.15
1576.8,-5000,328.15,325.86932,318.15
1598.4,-5000,328.15,325.86932,318.15
1620,-5000,328.15,325.86932,318.15
1641.6,-5000,328.15,325.86932,318.15
1663.2,-5000,328.15,325.86932,318.15
1684.8,-5000,328.15,325.86932,318.15
1706.4,-5000,328.15,325.86932,318.15
1728,-5000,328.15,325.86932,318.15
1749.6,-5000,328.15,325.86932,318.15
1771.2,-5000,328.15,325.86932,318.15
1792.8,-5000,328.15,325.86932,318.15
1814.4,-5000,328.15,325.86932,318.15
1836,-5000,328.15,325.86932,318.15
1857.6,-5000,328.15,325.86932,318.15
1879.2,-5000,328.15,325.86932,318.15
1900.8,-5000,328.15,325.86932,318.15
1922.4,-5000,328.15,325.86932,318.15
1944,-5000,328.15,325.86932,318.15
1965.6,-5000,328.15,325.86932,318.15
1987.2,-5000,328.15,325.86932,318.15
2008.8,-5000,328.15,325.86932,318.15
2030.4,-5000,328.15,325.86932,318.15
2052,-5000,328.15,325.86932,318.15
2073.6,-5000,328.15,325.86932,318.15
2095.2,-5000,328.15,325.86932,318.15
2116.8,-5000,328.15,325.86932,318.15
2138.4,-5000,328.15,325.86932,318.15
2160,-5000,328.15,325.86932,318.15
2181.6,-5000,328.15,325.86932,318.15
2203.2,-5000,328.15,325.86932,318.15
2224.8,-5000,328.15,325.86932,318.15
2246.4,-5000,328.15,325.86932,318.15
2268,-5000,328.15,325.86932,318.15
2289.6,-5000,328.15,325.86932,318.15
2311.2,-5000,328.15,325.86932,318.15
2332.8,-5000,328.15,325.86932,318.15
2354.4,-5000,328.15,325.86932,318.15
2376,-5000,328.15,325.86932,318.15
2397.6,-5000,328.15,325.86932,318.15
2419.2,-5000,328.15,325.86932,318.15
2440.8,-5000,328.15,325.86932,318.15
2462.4,-5000,328.15,325.86932,318.15
2484,-5000,328.15,325.86932,318.15
2505.6,-5000,328.15,325.86932,318.15
2527.2,-5000,328.15,325.86932,318.15
2548.8,-5000,328.15,325.86932,318.15
2570.4,-5000,328.15,325.86932,318.15
2592,-5000,328.15,325.86932,318.15
2613.6,-5000,328.15,325.86932,318.15
2635.2,-5000,328.15,325.86932,318.15
2656.8,-5000,328.15,325.86932,318.15
2678.4,-5000,328.15,325.86932,318.15
2700,-5000,328.15,325.86932,318.15
2721.6,-5000,328.15,325.86932,318.15
2743.2,-5000,328.15,325.86932,318.15
2764.8,-5000,328.15,325.86932,318.15
2786.4,-5000,328.15,325.86932,318.15
2808,-5000,328.15,325.86932,318.15
2829.6,-5000,328.15,325.86932,318.15
2851.2,-5000,328.15,325.86932,318.15
2872.8,-5000,328.15,325.86932,318.15
2894.4,-5000,328.15,325.86932,318.15
2916,-5000,328.15,325.86932,318.15
2937.6,-5000,328.15,325.86932,318.15
2959.2,-5000,328.15,325.86932,318.15
2980.8,-5000,328.15,325.86932,318.15
3002.4,-5000,328.15,325.86932,318.15
3024,-5000,328.15,325.86932,318.15
3045.6,-5000,328.15,325.86932,318.15
3067.2,-5000,328.15,325.86932,318.15
3088.8,-5000,328.15,325.86932,318.15
3110.4,-5000,328.15,325.86932,318.15
3132,-5000,328.15,325.86932,318.15
3153.6,-5000,328.15,325.86932,318.15
3175.2,-5000,328.15,325.86932,318.15
3196.8,-5000,328.15,325.86932,318.15
3218.4,-5000,328.15,325.86932,318.15
3240,-5000,328.15,325.86932,318.15
3261.6,-5000,328.15,325.86932,318.15
3283.2,-5000,328.15,325.86932,318.15
3304.8,-5000,328.15,325.86932,318.15
3326.4,-5000,328.15,325.86932,318.15
3348,-5000,328.15,325.86932,318.15
3369.6,-5000,328.15,325.86932,318.15
3391.2,-5000,328.15,325.86932,318.15
3412.8,-5000,328.15,325.86932,318.15
3434.4,-5000,328.15,325.86932,318.15
3456,-5000,328.15,325.86932,318.15
3477.6,-5000,328.15,325.86932,318.15
3499.2,-5000,328.15,325.86932,318.15
3520.8,-5000,328.15,325.86932,318.15
3542.4,-5000,328.15,325.86932,318.15
3564,-5000,328.15,325.86932,318.15
3585.6,-5000,328.15,325.86932,318.15
3600,-5000,328.15,325.86932,318.15
3607.2,-4990.207,328.082,325.8058,318.1016
3628.8,-4960.8286,327.878,325.6152,317.95633
3650.4,-4931.4517,327.674,325.42462,317.8111
3672,-4902.076,327.47,325.23404,317.66583
3693.6,-4872.702,327.266,325.04346,317.5206
3715.2,-4843.3296,327.062,324.85287,317.37534
3736.8,-4813.958,326.858,324.6623,317.23007
3758.4,-4784.5884,326.654,324.4717,317.0848
3780,-4755.22,326.45,324.28113,316.93954
3801.6,-4725.853,326.246,324.0905,316.79428
3823.2,-4696.488,326.042,323.89993,316.64902
3844.8,-4667.1235,325.838,323.70935,316.50375
3866.4,-4637.761,325.634,323.51874,316.3585
3888,-4608.4004,325.43,323.32816,316.2132
3909.6,-4579.041,325.226,323.13757,316.06793
3931.2,-4549.683,325.022,322.94696,315.92264
3952.8,-4520.3267,324.818,322.75638,315.77734
3974.4,-4490.9717,324.614,322.5658,315.63205
3996,-4461.618,324.41,322.37518,315.48676
4017.6,-4432.2666,324.206,322.1846,315.34146
4039.2,-4402.916,324.002,321.994,315.19617
4060.8,-4373.5674,323.798,321.80338,315.05087
4082.4,-4344.22,323.594,321.6128,314.90555
4104,-4314.875,323.39,321.42218,314.76025
4125.6,-4285.5312,323.186,321.2316,314.61493
4147.2,-4256.189,322.982,321.041,314.46964
4168.8,-4226.848,322.778,320.85037,314.3243
4190.4,-4197.5093,322.574,320.6598,314.179
4212,-4168.172,322.37,320.46918,314.03366
4233.6,-4138.836,322.166,320.27856,313.88834
4255.2,-4109.502,321.962,320.08795,313.74298
4276.8,-4080.1697,321.758,319.89734,313.59766
4298.4,-4050.839,321.554,319.70676,313.45233
4320,-4021.5103,321.35,319.51614,313.30698
4341.6,-3992.1829,321.146,319.32553,313.16162
4363.2,-3962.8574,320.942,319.13492,313.0163
4384.8,-3933.5337,320.738,318.9443,312.87094
4406.4,-3904.2117,320.534,318.7537,312.7256
4428,-3874.8916,320.33,318.56308,312.58023
4449.6,-3845.573,320.126,318.37247,312.43484
4471.2,-3816.2563,319.922,318.18185,312.2895
4492.8,-3786.9417,319.718,317.99124,312.1441
4514.4,-3757.6287,319.514,317.8006,311.99875
4536,-3728.3174,319.31,317.61,311.85336
4557.6,-3699.008,319.106,317.41937,311.70798
4579.2,-3669.7007,318.902,317.22876,311.5626
4600.8,-3640.3953,318.698,317.03812,311.4172
4622.4,-3611.0916,318.494,316.8475,311.27182
4644,-3581.7898,318.29,316.6569,311.12643
4665.6,-3552.49,318.086,316.46625,310.98102
4687.2,-3523.1921,317.882,316.27563,310.8356
4708.8,-3493.8962,317.678,316.085,310.69022
4730.4,-3464.6023,317.474,315.89438,310.5448
4752,-3435.3103,317.27,315.70374,310.39938
4773.6,-3406.0203,317.066,315.51312,310.25397
4795.2,-3376.7324,316.862,315.32248,310.10852
4816.8,-3347.4465,316.658,315.13187,309.9631
4838.4,-3318.1628,316.454,314.94122,309.8177
4860,-3288.881,316.25,314.75058,309.67224
4881.6,-3259.6013,316.046,314.55997,309.5268
4903.2,-3230.324,315.842,314.36932,309.38135
4924.8,-3201.0486,315.638,314.17868,309.2359
4946.4,-3171.7754,315.434,313.98804,309.09045
4968,-3142.5042,315.23,313.7974,308.94498
4989.6,-3113.2354,315.026,313.60675,308.79953
5011.2,-3083.9688,314.822,313.4161,308.65405
5032.8,-3054.7043,314.618,313.22546,308.5086
5054.4,-3025.4421,314.414,313.03482,308.36313
5076,-2996.1824,314.21,312.84418,308.21762
5097.6,-2966.9248,314.006,312.65353,308.07214
5119.2,-2937.6694,313.802,312.4629,307.92667
5140.8,-2908.4165,313.598,312.27225,307.78116
5162.4,-2879.166,313.394,312.0816,307.63568
5184,-2849.9177,313.19,311.89093,307.49017
5205.6,-2820.672,312.986,311.7003,307.34467
5227.2,-2791.4287,312.782,311.50964,307.19916
5248.8,-2762.188,312.578,311.31897,307.05362
5270.4,-2732.9495,312.374,311.12833,306.9081
5292,-2703.7136,312.17,310.93765,306.76257
5313.6,-2674.4805,311.966,310.747,306.61703
5335.2,-2645.2498,311.762,310.55634,306.4715
5356.8,-2616.0217,311.558,310.3657,306.32596
5378.4,-2586.7961,311.354,310.17502,306.18042
5400,-2557.5732,311.15,309.98434,306.03485
5421.6,-2528.3533,310.946,309.79367,305.88928
5443.2,-2499.1357,310.742,309.60303,305.7437
5464.8,-2469.9211,310.538,309.41235,305.59814
5486.4,-2440.7092,310.334,309.22168,305.45258
5508,-2411.5,310.13,309.031,305.307
5529.6,-2382.294,309.926,308.84033,305.1614
5551.2,-2353.0906,309.722,308.64966,305.0158
5572.8,-2323.8901,309.518,308.45898,304.8702
5594.4,-2294.6926,309.314,308.2683,304.7246
5616,-2265.498,309.11,308.0776,304.579
5637.6,-2236.3066,308.906,307.88693,304.43338
5659.2,-2207.1182,308.702,307.69626,304.28775
5680.8,-2177.9329,308.498,307.50555,304.14212
5702.4,-2148.7507,308.294,307.31488,303.9965
5724,-2119.5718,308.09,307.1242,303.85086
5745.6,-2090.3962,307.886,306.9335,303.7052
5767.2,-2061.2236,307.682,306.7428,303.55954
5788.8,-2032.0546,307.478,306.55212,303.41388
5810.4,-2002.8889,307.274,306.36142,303.26822
5832,-1973.7266,307.07,306.17072,303.12256
5853.6,-1944.5676,306.866,305.98004,302.97687
5875.2,-1915.4124,306.662,305.78934,302.83118
5896.8,-1886.2606,306.458,305.59863,302.6855
5918.4,-1857.1124,306.254,305.40793,302.53976
5940,-1827.968,306.05,305.21722,302.39407
5961.6,-1798.8273,305.846,305.02652,302.24835
5983.2,-1769.6904,305.642,304.8358,302.10263
6004.8,-1740.5574,305.438,304.64508,301.95688
6026.4,-1711.4282,305.234,304.45438,301.81116
6048,-1682.3031,305.03,304.26364,301.6654
6069.6,-1653.1821,304.826,304.07294,301.51962
6091.2,-1624.0652,304.622,303.8822,301.37387
6112.8,-1594.9524,304.418,303.6915,301.2281
6134.4,-1565.844,304.214,303.50076,301.0823
6156,-1536.7399,304.01,303.31003,300.93652
6177.6,-1507.6403,303.806,303.1193,300.7907
6199.2,-1478.5452,303.602,302.9286,300.6449
6220.8,-1449.4547,303.398,302.73785,300.49908
6242.4,-1420.3689,303.194,302.54712,300.35327
6264,-1391.2878,302.99,302.35635,300.20743
6285.6,-1362.2118,302.786,302.16562,300.06158
6307.2,-1333.1406,302.582,301.97488,299.9157
6328.8,-1304.0747,302.378,301.78412,299.76984
6350.4,-1275.0139,302.174,301.59338,299.62396
6372,-1245.9585,301.97,301.40262,299.4781
6393.6,-1216.9084,301.766,301.21188,299.33218
6415.2,-1187.8641,301.562,301.02112,299.18628
6436.8,-1158.8254,301.358,300.83035,299.04034
6458.4,-1129.7926,301.154,300.6396,298.8944
6480,-1100.7659,300.95,300.44882,298.74847
6501.6,-1071.7452,300.746,300.25806,298.6025
6523.2,-1042.731,300.542,300.06726,298.45654
6544.8,-1013.7232,300.338,299.8765,298.31055
6566.4,-984.72217,300.134,299.6857,298.16455
6588,-955.72797,299.93,299.49493,298.01855
6609.6,-926.74084,299.726,299.30414,297.87253
6631.2,-897.7611,299.522,299.11334,297.72647
6652.8,-868.7888,299.318,298.92255,297.5804
6674.4,-839.8244,299.114,298.73175,297.43436
6696,-810.868,298.91,298.54095,297.28827
6717.6,-781.92,298.706,298.35013,297.14215
6739.2,-752.9805,298.502,298.15933,296.99603
6760.8,-724.0501,298.298,297.9685,296.8499
6782.4,-695.129,298.094,297.77768,296.70374
6804,-666.21765,297.89,297.58685,296.55756
6825.6,-637.31635,297.686,297.39603,296.41138
6847.2,-608.42566,297.482,297.20517,296.26514
6868.8,-579.546,297.278,297.01434,296.1189
6890.4,-550.67804,297.074,296.8235,295.97266
6912,-521.82227,296.87,296.63263,295.82635
6933.6,-492.97937,296.666,296.44177,295.68005
6955.2,-464.1501,296.462,296.2509,295.5337
6976.8,-435.3353,296.258,296.06,295.38733
6998.4,-406.5359,296.054,295.8691,295.24094
7020,-377.75296,295.85,295.67822,295.09448
7041.6,-348.9878,295.646,295.48734,294.94803
7063.2,-320.24176,295.442,295.29642,294.8015
7084.8,-291.5166,295.238,295.10547,294.65497
7106.4,-262.81433,295.034,294.91455,294.50836
7128,-234.13745,294.83,294.7236,294.36172
7149.6,-205.48901,294.626,294.53262,294.21503
7171.2,-176.87296,294.422,294.34164,294.06827
7192.8,-148.29446,294.218,294.15063,293.92142
7200,-138.77782,294.15,294.08698,293.87244
7200,-138.77782,294.15,294.08698,293.87244
7214.4,-138.77782,294.15,294.08698,293.87244
7236,-138.77782,294.15,294.08698,293.87244
7257.6,-138.77782,294.15,294.08698,293.87244
7279.2,-138.77782,294.15,294.08698,293.87244
7300.8,-138.77782,294.15,294.08698,293.87244
7322.4,-138.77782,294.15,294.08698,293.87244
7344,-138.77782,294.15,294.08698,293.87244
7365.6,-138.77782,294.15,294.08698,293.87244
7387.2,-138.77782,294.15,294.08698,293.87244
7408.8,-138.77782,294.15,294.08698,293.87244
7430.4,-138.77782,294.15,294.08698,293.87244
7452,-138.77782,294.15,294.08698,293.87244
7473.6,-138.77782,294.15,294.08698,293.87244
7495.2,-138.77782,294.15,294.08698,293.87244
7516.8,-138.77782,294.15,294.08698,293.87244
7538.4,-138.77782,294.15,294.08698,293.87244
7560,-138.77782,294.15,294.08698,293.87244
7581.6,-138.77782,294.15,294.08698,293.87244
7603.2,-138.77782,294.15,294.08698,293.87244
7624.8,-138.77782,294.15,294.08698,293.87244
7646.4,-138.77782,294.15,294.08698,293.87244
7668,-138.77782,294.15,294.08698,293.87244
7689.6,-138.77782,294.15,294.08698,293.87244
7711.2,-138.77782,294.15,294.08698,293.87244
7732.8,-138.77782,294.15,294.08698,293.87244
7754.4,-138.77782,294.15,294.08698,293.87244
7776,-138.77782,294.15,294.08698,293.87244
7797.6,-138.77782,294.15,294.08698,293.87244
7819.2,-138.77782,294.15,294.08698,293.87244
7840.8,-138.77782,294.15,294.08698,293.87244
7862.4,-138.77782,294.15,294.08698,293.87244
7884,-138.77782,294.15,294.08698,293.87244
7905.6,-138.77782,294.15,294.08698,293.87244
7927.2,-138.77782,294.15,294.08698,293.87244
7948.8,-138.77782,294.15,294.08698,293.87244
7970.4,-138.77782,294.15,294.08698,293.87244
7992,-138.77782,294.15,294.08698,293.87244
8013.6,-138.77782,294.15,294.08698,293.87244
8035.2,-138.77782,294.15,294.08698,293.87244
8056.8,-138.77782,294.15,294.08698,293.87244
8078.4,-138.77782,294.15,294.08698,293.87244
8100,-138.77782,294.15,294.08698,293.87244
8121.6,-138.77782,294.15,294.08698,293.87244
8143.2,-138.77782,294.15,294.08698,293.87244
8164.8,-138.77782,294.15,294.08698,293.87244
8186.4,-138.77782,294.15,294.08698,293.87244
8208,-138.77782,294.15,294.08698,293.87244
8229.6,-138.77782,294.15,294.08698,293.87244
8251.2,-138.77782,294.15,294.08698,293.87244
8272.8,-138.77782,294.15,294.08698,293.87244
8294.4,-138.77782,294.15,294.08698,293.87244
8316,-138.77782,294.15,294.08698,293.87244
8337.6,-138.77782,294.15,294.08698,293.87244
8359.2,-138.77782,294.15,294.08698,293.87244
8380.8,-138.77782,294.15,294.08698,293.87244
8402.4,-138.77782,294.15,294.08698,293.87244
8424,-138.77782,294.15,294.08698,293.87244
8445.6,-138.77782,294.15,294.08698,293.87244
8467.2,-138.77782,294.15,294.08698,293.87244
8488.8,-138.77782,294.15,294.08698,293.87244
8510.4,-138.77782,294.15,294.08698,293.87244
8532,-138.77782,294.15,294.08698,293.87244
8553.6,-138.77782,294.15,294.08698,293.87244
8575.2,-138.77782,294.15,294.08698,293.87244
8596.8,-138.77782,294.15,294.08698,293.87244
8618.4,-138.77782,294.15,294.08698,293.87244
8640,-138.77782,294.15,294.08698,293.87244
8661.6,-138.77782,294.15,294.08698,293.87244
8683.2,-138.77782,294.15,294.08698,293.87244
8704.8,-138.77782,294.15,294.08698,293.87244
8726.4,-138.77782,294.15,294.08698,293.87244
8748,-138.77782,294.15,294.08698,293.87244
8769.6,-138.77782,294.15,294.08698,293.87244
8791.2,-138.77782,294.15,294.08698,293.87244
8812.8,-138.77782,294.15,294.08698,293.87244
8834.4,-138.77782,294.15,294.08698,293.87244
8856,-138.77782,294.15,294.08698,293.87244
8877.6,-138.77782,294.15,294.08698,293.87244
8899.2,-138.77782,294.15,294.08698,293.87244
8920.8,-138.77782,294.15,294.08698,293.87244
8942.4,-138.77782,294.15,294.08698,293.87244
8964,-138.77782,294.15,294.08698,293.87244
8985.6,-138.77782,294.15,294.08698,293.87244
9007.2,-138.77782,294.15,294.08698,293.87244
9028.8,-138.77782,294.15,294.08698,293.87244
9050.4,-138.77782,294.15,294.08698,293.87244
9072,-138.77782,294.15,294.08698,293.87244
9093.6,-138.77782,294.15,294.08698,293.87244
9115.2,-138.77782,294.15,294.08698,293.87244
9136.8,-138.77782,294.15,294.08698,293.87244
9158.4,-138.77782,294.15,294.08698,293.87244
9180,-138.77782,294.15,294.08698,293.87244
9201.6,-138.77782,294.15,294.08698,293.87244
9223.2,-138.77782,294.15,294.08698,293.87244
9244.8,-138.77782,294.15,294.08698,293.87244
9266.4,-138.77782,294.15,294.08698,293.87244
9288,-138.77782,294.15,294.08698,293.87244
9309.6,-138.77782,294.15,294.08698,293.87244
9331.2,-138.77782,294.15,294.08698,293.87244
9352.8,-138.77782,294.15,294.08698,293.87244
9374.4,-138.77782,294.15,294.08698,293.87244
9396,-138.77782,294.15,294.08698,293.87244
9417.6,-138.77782,294.15,294.08698,293.87244
9439.2,-138.77782,294.15,294.08698,293.87244
9460.8,-138.77782,294.15,294.08698,293.87244
9482.4,-138.77782,294.15,294.08698,293.87244
9504,-138.77782,294.15,294.08698,293.87244
9525.6,-138.77782,294.15,294.08698,293.87244
9547.2,-138.77782,294.15,294.08698,293.87244
9568.8,-138.77782,294.15,294.08698,293.87244
9590.4,-138.77782,294.15,294.08698,293.87244
9612,-138.77782,294.15,294.08698,293.87244
9633.6,-138.77782,294.15,294.08698,293.87244
9655.2,-138.77782,294.15,294.08698,293.87244
9676.8,-138.77782,294.15,294.08698,293.87244
9698.4,-138.77782,294.15,294.08698,293.87244
9720,-138.77782,294.15,294.08698,293.87244
9741.6,-138.77782,294.15,294.08698,293.87244
9763.2,-138.77782,294.15,294.08698,293.87244
9784.8,-138.77782,294.15,294.08698,293.87244
9806.4,-138.77782,294.15,294.08698,293.87244
9828,-138.77782,294.15,294.08698,293.87244
9849.6,-138.77782,294.15,294.08698,293.87244
9871.2,-138.77782,294.15,294.08698,293.87244
9892.8,-138.77782,294.15,294.08698,293.87244
9914.4,-138.77782,294.15,294.08698,293.87244
9936,-138.77782,294.15,294.08698,293.87244
9957.6,-138.77782,294.15,294.08698,293.87244
9979.2,-138.77782,294.15,294.08698,293.87244
10000.8,-138.77782,294.15,294.08698,293.87244
10022.4,-138.77782,294.15,294.08698,293.87244
10044,-138.77782,294.15,294.08698,293.87244
10065.6,-138.77782,294.15,294.08698,293.87244
10087.2,-138.77782,294.15,294.08698,293.87244
10108.8,-138.77782,294.15,294.08698,293.87244
10130.4,-138.77782,294.15,294.08698,293.87244
10152,-138.77782,294.15,294.08698,293.87244
10173.6,-138.77782,294.15,294.08698,293.87244
10195.2,-138.77782,294.15,294.08698,293.87244
10216.8,-138.77782,294.15,294.08698,293.87244
10238.4,-138.77782,294.15,294.08698,293.87244
10260,-138.77782,294.15,294.08698,293.87244
10281.6,-138.77782,294.15,294.08698,293.87244
10303.2,-138.77782,294.15,294.08698,293.87244
10324.8,-138.77782,294.15,294.08698,293.87244
10346.4,-138.77782,294.15,294.08698,293.87244
10368,-138.77782,294.15,294.08698,293.87244
10389.6,-138.77782,294.15,294.08698,293.87244
10411.2,-138.77782,294.15,294.08698,293.87244
10432.8,-138.77782,294.15,294.08698,293.87244
10454.4,-138.77782,294.15,294.08698,293.87244
10476,-138.77782,294.15,294.08698,293.87244
10497.6,-138.77782,294.15,294.08698,293.87244
10519.2,-138.77782,294.15,294.08698,293.87244
10540.8,-138.77782,294.15,294.08698,293.87244
10562.4,-138.77782,294.15,294.08698,293.87244
10584,-138.77782,294.15,294.08698,293.87244
10605.6,-138.77782,294.15,294.08698,293.87244
10627.2,-138.77782,294.15,294.08698,293.87244
10648.8,-138.77782,294.15,294.08698,293.87244
10670.4,-138.77782,294.15,294.08698,293.87244
10692,-138.77782,294.15,294.08698,293.87244
10713.6,-138.77782,294.15,294.08698,293.87244
10735.2,-138.77782,294.15,294.08698,293.87244
10756.8,-138.77782,294.15,294.08698,293.87244
10778.4,-138.77782,294.15,294.08698,293.87244
10800,-138.77782,294.15,294.08698,293.87244
10800,-138.77782,294.15,294.08698,293.87244
